"","fy","fund","agency","source","interfund_trans","from_fund","source_name","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","source_name_AWM","rev_type","rev_type_name","amnesty","local","type_assigned","rev_type_name_COMPTROLLER","covid_dollars","employee_premiums","rev_type_new"
"37511",2004,"0421","478","1204",0,".","MEDICAL",494935308.31,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37512",2005,"0421","478","1204",0,".","MEDICAL",587734266.29,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37513",2006,"0421","478","1204",0,".","MEDICAL",689329688.27,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37514",2007,"0421","478","1204",0,"9999","MEDICAL",360967273.07,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37515",2008,"0421","478","1204",0,"9999","MEDICAL",370876668.92,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37516",2009,"0421","478","1204",0,"9999","MEDICAL",435573237.85,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37517",2010,"0421","478","1204",0,"9999","MEDICAL",510386761.71,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37518",2011,"0421","478","1204",0,"9999","MEDICAL",837408897.33,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37519",2012,"0421","478","1204",0,"9999","MEDICAL",613689593.94,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37520",2013,"0421","478","1204",0,"9999","MEDICAL",735896803.19,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37521",2014,"0421","478","1204",0,"9999","MEDICAL",552047586.21,"rev IOC 15.09.28","PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES",NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37522",2015,"0421","478","1204",0,"9999","MEDICAL",649840883.65,"rev ioc 16.01.07","PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES",NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37523",2016,"0421","478","1204",0,"9999","MEDICAL",908391731.12,"rev ioc 16.08.04","PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES",NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37524",2017,"0421","478","1204",0,"9999","MEDICAL",1094412264.37,"rev ioc 17.11.29","PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES",NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37525",2018,"0421","478","1204",0,"9999","MEDICAL",1168025581.86,NA,"PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES",NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37526",2019,"0421","478","1204",0,"9999","MEDICAL",1080399823.7,"rev ioc 12.11.2019","PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES",NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37527",2020,"0421","478","1204",0,"9999","MEDICAL",892869315.61,"rev ioc 03.11.2020","PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES",NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37528",2021,"0421","478","1204",NA,NA,"MEDICAL",1465646841.49,NA,"PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES","I","STATE TRUST FUNDS","0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37529",2022,"0421","478","1204",NA,NA,"MEDICAL",1819094011.13,NA,"PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES",NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","MEDICAL","54","GIFTS AND BEQUESTS",NA,NA,NA,"GIFTS AND BEQUESTS",0,0,"54"
"37530",1998,"0001","692","1205",0,".","THIRD   PARTY  LIABILITY",150,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37531",1998,"0421","478","1205",0,".","THIRD   PARTY  LIABILITY",20914516.37,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37532",1998,"0619","497","1205",0,".","THIRD   PARTY  LIABILITY",10542.45,"rev IOC 13.08.02",NA,NA,NA,NA,"0619","0619","0",NA,"1","QUINCY VETERAN HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37533",1998,"0980","497","1205",0,".","THIRD   PARTY  LIABILITY",4224.58,"rev IOC 13.08.02",NA,NA,NA,NA,"0980","0980","0",NA,"1","MANTENO VETERANS HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37534",1999,"0001","692","1205",0,".","THIRD   PARTY  LIABILITY",189,"rev_IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37535",1999,"0421","478","1205",0,".","THIRD   PARTY  LIABILITY",27373147.89,"rev_IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37536",1999,"0619","497","1205",0,".","THIRD   PARTY  LIABILITY",62305.84,"rev_IOC 13.08.02",NA,NA,NA,NA,"0619","0619","0",NA,"1","QUINCY VETERAN HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37537",1999,"0980","497","1205",0,".","THIRD   PARTY  LIABILITY",21108.91,"rev_IOC 13.08.02",NA,NA,NA,NA,"0980","0980","0",NA,"1","MANTENO VETERANS HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37538",2000,"0001","692","1205",0,".","THIRD   PARTY  LIABILITY",3914,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37539",2000,"0421","478","1205",0,".","THIRD   PARTY  LIABILITY",29255014.01,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37540",2000,"0619","497","1205",0,".","THIRD   PARTY  LIABILITY",56422.67,"rev IOC 13.08.02",NA,NA,NA,NA,"0619","0619","0",NA,"1","QUINCY VETERAN HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37541",2000,"0980","497","1205",0,".","THIRD   PARTY  LIABILITY",21269.55,"rev IOC 13.08.02",NA,NA,NA,NA,"0980","0980","0",NA,"1","MANTENO VETERANS HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37542",2001,"0001","692","1205",0,".","THIRD   PARTY  LIABILITY",295.66,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37543",2001,"0421","478","1205",0,".","THIRD   PARTY  LIABILITY",30234357.32,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37544",2001,"0619","497","1205",0,".","THIRD   PARTY  LIABILITY",58161.26,"rev IOC 13.08.02",NA,NA,NA,NA,"0619","0619","0",NA,"1","QUINCY VETERAN HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37545",2001,"0629","440","1205",0,".","THIRD   PARTY  LIABILITY",26139.36,"rev IOC 13.08.02",NA,NA,NA,NA,"0629","0629","0",NA,"0","REAL ESTATE RECOVERY","I","State Trust Funds","0","0","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37546",2001,"0980","497","1205",0,".","THIRD   PARTY  LIABILITY",26121.58,"rev IOC 13.08.02",NA,NA,NA,NA,"0980","0980","0",NA,"1","MANTENO VETERANS HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37547",2002,"0421","478","1205",0,".","THIRD   PARTY  LIABILITY",37076288.04,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37548",2002,"0619","497","1205",0,".","THIRD   PARTY  LIABILITY",51926.63,"rev IOC 13.08.02",NA,NA,NA,NA,"0619","0619","0",NA,"1","QUINCY VETERAN HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37549",2002,"0629","440","1205",0,".","THIRD   PARTY  LIABILITY",16633.2,"rev IOC 13.08.02",NA,NA,NA,NA,"0629","0629","0",NA,"0","REAL ESTATE RECOVERY","I","State Trust Funds","0","0","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37550",2002,"0980","497","1205",0,".","THIRD   PARTY  LIABILITY",15155.21,"rev IOC 13.08.02",NA,NA,NA,NA,"0980","0980","0",NA,"1","MANTENO VETERANS HOME","D","Special State Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37551",2003,"0001","692","1205",0,".","THIRD   PARTY  LIABILITY",350,"rev IOC 13.08.02",NA,NA,NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"37552",2003,"0421","478","1205",0,".","THIRD   PARTY  LIABILITY",37445503.75,"rev IOC 13.08.02",NA,NA,NA,NA,"0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1","THIRD   PARTY  LIABILITY","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
